title,description,country,topic_categories,view_count,subscriber_count,video_count,keywords
Nicki Minaj,The official Nicki Minaj YouTube Channel - new music and exclusive videos 🎀,US,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Electronic_music']",10595299319,26300000,47,"""Nicki Minaj"" barbie barbz ""young money"" ""cash money"" ""republic records"" drake ""lil wayne"" YMCMB MEGATRON Chun-Li ""Pink Friday"" ""Super Bass"" Starships ""Anaconda Nicki"" FeFe ""city girls"" ""kash doll"" ""megan thee stallion"" rihanna beyonce"
ABPLIVE,"ABPLIVE Hindi news, ABPLIVE हिंदी न्यूज़ , ABPLIVE Hindi Samachar, ABPLIVE,ABPLIVE हिंदी समाचार,ABPLive Latest News,एबीपी लाइव ,एबीपीलाइव.

ABPLIVE  is a popular Hindi News Channel made its debut as STAR News in March 2004 and was rebranded to ABP News from 1st June 2012.

The vision of the channel is ""'Aapko Rakhe Aagey' -the promise of keeping each individual ahead and informed. ABP News is best defined as a responsible channel with a fair and balanced approach that combines prompt reporting with insightful analysis of news and current affairs.
#ABPNewsHindi
",IN,[],8605677457,26300000,195804,"""एबीपी लाइव"" एबीपीलाइव ""ABPLIVE Hindi news"" ""ABPLIVE हिंदी न्यूज़"" ABPLIVE ""ABPLIVE Latest News"" ""एबीपी न्यूज़ हिंदी"" ""Latest Hindi News"" ""ब्रेकिंग न्यूज़ ताजा खबर"" ""State News"" ""राज्य समाचार"" ""आज की ताज़ा ख़बर"" ""Local News"" ""लोकल न्यूज"" ""Hindi Samachar"" ""हिंदी समाचार"" ""Top Headlines"" ""top headlines today"""
Tsuriki Show,"Нас зовут Вова и Аня, если коротко - ВовАня.
Устраиваем для вас Tsuriki Show.

Подпишитесь на наш канал и не забудьте включить кнопку уведомления!

Еще короткие и смешные видео от ВовАня в нашем Instagram https://instagram.com/twiceofnice

Креативные видео от ВовАня на нашем Тик-Токе https://vm.tiktok.com/ZMeke4LVv/

",DE,['https://en.wikipedia.org/wiki/Entertainment'],34215269996,26200000,3367,"""Tsuriki Show"" shorts ВовАня челлендж vovanya anya vova challenge ""funny video"" ""social video"" ""new challenge"" pranks ""Цурики Шоу"" chunauti ""yes or no challenge"" shortsNew youtubeshorts TsurikiShowshorts"
Marília Mendonça,"
",BR,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Pop_music']",19128369196,26200000,146,None
1MILLION Dance Studio,"Dance with us, let's INSPIRE MILLIONS!",KR,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Performing_arts', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",8038434076,26200000,6369,1Million Dance Studio 원밀리언
David Guetta,"The OFFICIAL YouTube channel for David Guetta. All your favorite music videos, lyric videos, documentaries, and behind-the-scenes access in one location. Make sure you subscribe and keep checking back for updates regularly.",US,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",18356052281,26100000,770,"""David Guetta"" EDM ""Dance Music"" DJ Titanium ""I'm Good (Blue)"" ""Baby Don't Hurt Me"" Memories Guetta ""Love Tonight"" ""Hey Mama"" ""Dance Music"" ""Ultra Music Festival"" UMF Tomorrowland"
Topper Guild,Grateful for all my subscribers :),US,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",17300064041,26200000,917,None
Post Malone,"The official Post Malone YouTube Channel.
www.postmalone.com",US,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Hip_hop_music']",15193464831,26100000,86,"""post malone"" posty post ""austin richard post"" ""lyrics post malone"" stoney ""beerbongs and bentleys"" ""hollywoods bleeding"" beerbongs"
Azhan5star,"Maula madad khawaja Ji karam ❤️🥺 

Dm for Business Queries oR paid collaboration 
Email - memonazhan62@gmail.com",IN,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",11575367198,26300000,747,"Azhan5star ""Azhan 5star"" ""emotional video"" emotional videos papa beti friend friendship ""upar wala sab dekhta hai"" uppar pyar shorts kadar family insan poem dil todo funny comedy fayda help hindu muslim insaniyat bhai ""cute girl"" kimti izzat azhan5star paisa ladki mobile dhobi pyar bhukh insan insaan hi maa paida kayamat upar wala wale ""try not to cry"" ""youtube shorts"" ""yt shorts"" viral ""viral shots"" ytshorts whatsapp status kam kaam help madad"
ZHC,"SUBSCRIBE :)

Instagram: @zhc
Business Inquiries: zhc@nightmedia.co",US,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby']",2956105908,26100000,321,"zhc zhcyt zhcomicart ""zhc youtube"""
WB Kids,Welcome to the Official YouTube channel for WB Kids. Watch all of your favorite clips and trailers from iconic brands like Looney Tunes and Scooby-Doo!,US,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",11609806631,26100000,2107,"scooby scooby-doo looney ""looney tunes"" shaggy mystery tom jerry cartoons kids children ""safe videos"""
VanossGaming,Official Vanoss Gaming YouTube Channel.,US,"['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game']",15781754634,25900000,1820,Vanoss Funny Moments Fun GTA Gaming Gmod Garry's Mod Video Games fortnite fort nite
LosPolinesios,"Polinesios, les compartimos videos personales en este canal!",None,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],7626038480,25900000,1011,"Platica polinesia polinesios ""los polinesios"" hermanos"
Sagawa /さがわ,"🟣TikTok👉 sagawa1gou
🟠Instagram👉 sagawa1gou
🔵Facebook👉 sagawa

This is the one and only Sagawa's official YouTube channel!
Please subscribe to my channel and don't forget to turn on the notification button!

For work-related inquiries, please Email or DM to the above Instagram account.

📩 👉 sagawa2gou@gmail.com
",JP,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Film']",21159562786,25800000,7081,None
Dan Rhodes,Just a Kid and a Dream 💙,GB,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Performing_arts']",18115902785,25900000,1651,"magic ""dan rhodes magic"" ""dan dan the magic man"" ""dan rhodes"" ""Dan Rhodes Magic TV"" ""street magic"" ""card tricks"" ""magic tricks"" tutorials ""card tricks tutorials"" ""dan rhodes shorts"""
Ishaan Ali 11,"For Colaboration and advertisements 
Management Team 
Gmail➡️ Shanu10295@gmail.com",IN,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",15249310689,25900000,1075,"""#motivation #emotional #acting"""
unknown boy varun,"This Is The Official Channel Of Unknown boy Varun

Watch Every Type Of Music & Shorrs Videos Here, Shorts for every ""Moods"".

Main Face - Varun Dev Bundela

Director & Scriptwriter - Varun Dev Bundela

Cinematographer & Editor - Pratik Tiwari

Produced By Unknown Boy Varun

Bussiness Email :- varendevbundela10996@gmail.com",IN,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",10449841772,25900000,538,"""heart touching love story"" ""latest love songs"" ""sad love story"" ""love story"" ""cute love story"" ""new songs"" ""romantic love story"" ""sad romantic songs"" ""video cover songs"" ""unknown boy varun"" ""unknown boy varun new video"" ""unknown boy varun video"" ""short love story"" ""true love story"" ""emotional love story"" ""best love story"" ""love story video"" ""hindi sad love story"" ""love story song"" ""saddest love story"" ubv ""New Songs"""
Coldplay,"The official YouTube channel of Coldplay. New album, Music Of The Spheres, out now 👽📻

With over 100 million records sold, 9 Brit Awards and 7 Grammys, Coldplay is an iconic, alternative rock band with hit songs like Viva La Vida, Hymn For The Weekend, Paradise, The Scientist, Fix You, Adventure Of A Lifetime and Yellow. The band's legendary catalogue also includes eight #1 albums: Parachutes, A Rush of Blood to the Head, X&Y, Viva la Vida, Mylo Xyloto, Ghost Stories and A Head Full of Dreams, as well as popular collaborations like Something Just Like This with The Chainsmokers and Princess of China featuring Rihanna. 

Subscribe to Coldplay’s channel for the latest official videos.


",GB,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",17938514177,25700000,406,"Coldplay ""Chris Martin"" ""Jonny Buckland"" ""Will Champion"" ""Guy Berryman"" Parlophone ""Hymn For The Weekend"" Paradise ""The Scientist"" ""A Sky Full Of Stars"" ""Adventure Of A Lifetime"" Yellow ""Fix You"" ""Viva La Vida"" Clocks ""Princess Of China"" Parachutes ""A Rush of Blood to the Head"" X&Y ""Mylo Xyloto"" ""Ghost Stories"" ""A Head Full of Dreams"" ""Everyday Life"" ""Official Music Video"" ""Official Audio"" ""Atlantic Records"" ""Every Teardrop Is A Waterfall"" ""Charlie Brown"" ""Something Just Like This"""
Chris Brown,"The official YouTube channel of Chris Brown!

11:11 AVAILABLE EVERYWHERE https://chrisbrown.lnk.to/1111

Greeted with comparisons to young Michael Jackson and Usher, Chris Brown arrived in 2005 as a squeaky-clean pop-R&B artist with ""Run It!,"" the first debut single by a male artist to top the Billboard Hot 100 in over a decade. Within a few years, Brown became one of the biggest active pop stars with Chris Brown (2005) and Exclusive (2007), multi-platinum albums that produced five more Top Ten singles, including ""Kiss Kiss"" and ""Forever."" As a featured artist or duettist, he added to the count with hits such as ""No Air,"" a ballad with Jordin Sparks. His streak of Top Ten albums was sustained with releases such as Graffiti (2009), the Grammy-winning F.A.M.E. (2011), and Fortune (2012). Brown's artistic scope has since continued to widen with Heartbreak on a Full Moon (2017) and Indigo (2019), albums as long as epic films.",None,"['https://en.wikipedia.org/wiki/Rhythm_and_blues', 'https://en.wikipedia.org/wiki/Soul_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Pop_music']",16023319851,25800000,38,None
Anuel AA,"This is the Official channel of Anuel AA. Anuel AA is Puerto Rican MC who's rose to the top seamlessly as he mixes both Reggaeton and Trap. He single handedly spearheaded the latin trap movement and rose to prominence during his short absence in the game. His 2018 ""Real Hasta La Muerte"" album debuted at 51 in the Billboard Top 200 and his most anticipated Sophomore LP Emmanuel is sure to make a splash on the airwaves and streaming services. His merits include Billboard Latin Music Award for Best New Artist of 2019 and RIAA Latin Certifications. His hits include "" Sola & Vacia"" , ""Secreto"", ""China"" and  ""Keii""",CO,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America']",15684990052,25700000,148,"""Anuel AA"" Trap Reggaeton ""Real Hasta La Muerte"" Emmanuel LLNM LLNM2 ""Latin Trap"""
Rans Entertainment,"RANS ENTERTAINMENT YOUTUBE CHANNEL 
All about Raffi Ahmad Nagita Slavina
Contact :ransdigital.id@gmail.com",ID,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],6599191253,25700000,3921,"""rans raffi ahmad rafathar nagita slavina rans vlog rans entertainment rans cooking"" ""jajanan nagita"" ""rans music"" ""artis indonesia"" ""vlog artis"" ""vlog raffi ahmad"" ""rans the world"" ransnesia ""rans animasi"" ""si aa"" animasi ""raffi ahmad"" ""nagita slavina"" rafathar rans ""lorong waktu si aa"""
TaylorSwiftVEVO,"I'm the problem, it's me.",US,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Country_music', 'https://en.wikipedia.org/wiki/Christian_music']",26835683168,25600000,307,Taylor Swift VEVO Fifteen Tim McGraw Our Song Teardrops on my guitar change the best day love story
